scene,capture_rep,camera_direction,chart,repetitions,successful_diagnostics,score_init_checks_pass,score_init_median,score_init_range,cost_median,cost_range,true_decrease_median,true_decrease_range,prediction_median,prediction_range,rho_median,rho_range,cost_delta_pct_vs_euclidean_median,cost_delta_pct_vs_euclidean_range,point_equation_relative_residual_median,point_equation_relative_residual_range,maximum_point_displacement_median,maximum_point_displacement_range,fling_count_median,fling_count_range,assembly_and_setup_seconds_median,assembly_and_setup_seconds_range,linear_solve_seconds_median,linear_solve_seconds_range,scoring_and_diagnostics_seconds_median,scoring_and_diagnostics_seconds_range,cpu_total_seconds_median,cpu_total_seconds_range
final-3068,6,exact_clip,euclidean,3,3,True,1951880.1271295813,"[1951880.1271295813, 1951880.1271295813]",1951880.1007567944,"[1951880.1007567944, 1951880.1007567944]",0.02637278680822419,"[0.02637278680822419, 0.02637278680822419]",0.0984488955533481,"[0.0984488955533481, 0.0984488955533481]",0.2678830134151494,"[0.2678830134151494, 0.2678830134151494]",0.0,"[0.0, 0.0]",3.9396067903339887e-17,"[3.9396067903339887e-17, 3.9396067903339887e-17]",0.0026958951743963665,"[0.0026958951743963665, 0.0026958951743963665]",0,"[0, 0]",0.9520387444645166,"[0.9367550262250006, 0.9648606330156326]",0.04064786480739713,"[0.04060414619743824, 0.04067215556278825]",1.693327547982335,"[1.6862097228877246, 1.7036061650142074]",2.68603844800964,"[2.681009056046605, 2.6916745021007955]"
final-3068,6,exact_clip,homogeneous,3,3,True,1951880.1271295818,"[1951880.1271295818, 1951880.1271295818]",1952279.3284140686,"[1952279.3284140686, 1952279.3284140686]",-399.2012844868756,"[-399.2012844868756, -399.2012844868756]",5.387582017298217,"[5.387582017298217, 5.387582017298217]",-74.09655819719073,"[-74.09655819719073, -74.09655819719073]",0.020453492871785883,"[0.020453492871785883, 0.020453492871785883]",1.2424259222659898e-16,"[1.2424259222659898e-16, 1.2424259222659898e-16]",3062774.065242364,"[3062774.065242364, 3062774.065242364]",0,"[0, 0]",1.0394428400322795,"[1.0379029279574752, 1.0535772489383817]",0.040646255016326904,"[0.04061569506302476, 0.04066264629364014]",1.694910789374262,"[1.6901111658662558, 1.7315919627435505]",2.7891342933289707,"[2.77016970096156, 2.810157536994666]"
final-3068,6,exact_clip,inverse_depth,3,3,True,1951880.12712958,"[1951880.12712958, 1951880.12712958]",1951860.7823481008,"[1951860.7823481008, 1951860.7823481008]",19.3447814790527,"[19.3447814790527, 19.3447814790527]",20.912804937756214,"[20.912804937756214, 20.912804937756214]",0.9250208920625187,"[0.9250208920625187, 0.9250208920625187]",-0.0009897333696939903,"[-0.0009897333696939903, -0.0009897333696939903]",2.0504992664882652e-16,"[2.0504992664882652e-16, 2.0504992664882652e-16]",2890621.084900737,"[2890621.084900737, 2890621.084900737]",0,"[0, 0]",0.9799682535231113,"[0.9754673088900745, 0.9828580534085631]",0.04049013461917639,"[0.040462275967001915, 0.04062076611444354]",1.7761877593584359,"[1.7225696668028831, 1.80948170972988]",2.799508088734001,"[2.738657741807401, 2.829940097872168]"
ladybug-1197,0,eta2,euclidean,3,3,True,8169774.808709768,"[8169774.808709768, 8169774.808709768]",2054200.828829995,"[2054200.828829995, 2054200.828829995]",6115573.979879773,"[6115573.979879773, 6115573.979879773]",7658461.743835462,"[7658461.743835462, 7658461.743835462]",0.79853816398605,"[0.79853816398605, 0.79853816398605]",0.0,"[0.0, 0.0]",2.4906485231814486e-17,"[2.4906485231814486e-17, 2.4906485231814486e-17]",16.296661655586878,"[16.296661655586878, 16.296661655586878]",1,"[1, 1]",0.2764482325874269,"[0.2756120623089373, 0.2771701621823013]",0.01766244089230895,"[0.01762598194181919, 0.017675601411610842]",0.6068762186914682,"[0.6035632868297398, 0.6071181898005307]",0.9003926930017769,"[0.8976871208287776, 0.9016723628155887]"
ladybug-1197,0,eta2,homogeneous,3,3,True,8169774.808847557,"[8169774.808847557, 8169774.808847557]",2003184.9566832709,"[2003184.9566832709, 2003184.9566832709]",6166589.852164286,"[6166589.852164286, 6166589.852164286]",7606044.770351349,"[7606044.770351349, 7606044.770351349]",0.8107485609606042,"[0.8107485609606042, 0.8107485609606042]",-2.4834899991633685,"[-2.4834899991633685, -2.4834899991633685]",4.4178803318938795e-18,"[4.4178803318938795e-18, 4.4178803318938795e-18]",3583.445943763609,"[3583.445943763609, 3583.445943763609]",46,"[46, 46]",0.31921349884942174,"[0.31850704923272133, 0.31951076025143266]",0.017653760965913534,"[0.017585230991244316, 0.0177044621668756]",0.609736580401659,"[0.6093146898783743, 0.6125736725516617]",0.9469011016190052,"[0.9462326508946717, 0.9486659527756274]"
ladybug-1197,0,eta2,inverse_depth,3,3,True,8169774.808737027,"[8169774.808737027, 8169774.808737027]",1109503.8902111403,"[1109503.8902111403, 1109503.8902111403]",7060270.918525888,"[7060270.918525888, 7060270.918525888]",7718311.597294476,"[7718311.597294476, 7718311.597294476]",0.9147429239577146,"[0.9147429239577146, 0.9147429239577146]",-45.98853847980009,"[-45.98853847980009, -45.98853847980009]",2.0623153600998004e-16,"[2.0623153600998004e-16, 2.0623153600998004e-16]",1802.670424847923,"[1802.670424847923, 1802.670424847923]",98,"[98, 98]",0.29137181118130684,"[0.29040929256007075, 0.29181180289015174]",0.016587040852755308,"[0.016581539995968342, 0.01660482957959175]",0.6079558497294784,"[0.6054817880503833, 0.6118087922222912]",0.9149699718691409,"[0.9134406400844455, 0.9202021351084113]"
ladybug-1197,0,exact_clip,euclidean,3,3,True,8169774.808709768,"[8169774.808709768, 8169774.808709768]",2002780.5044971008,"[2002780.5044971008, 2002780.5044971008]",6166994.304212667,"[6166994.304212667, 6166994.304212667]",7662720.710690837,"[7662720.710690837, 7662720.710690837]",0.8048047863219953,"[0.8048047863219953, 0.8048047863219953]",0.0,"[0.0, 0.0]",8.878285415488525e-17,"[8.878285415488525e-17, 8.878285415488525e-17]",15.39604206294775,"[15.39604206294775, 15.39604206294775]",1,"[1, 1]",0.2764571332372725,"[0.275360191706568, 0.2769637326709926]",0.017642491031438112,"[0.017627551220357418, 0.01765146106481552]",0.627304052002728,"[0.6049759681336582, 0.6438167616724968]",0.921895335894078,"[0.8979876209050417, 0.9379163859412074]"
ladybug-1197,0,exact_clip,homogeneous,3,3,True,8169774.808847557,"[8169774.808847557, 8169774.808847557]",1979744.3978723036,"[1979744.3978723036, 1979744.3978723036]",6190030.410975253,"[6190030.410975253, 6190030.410975253]",7609363.4859136855,"[7609363.4859136855, 7609363.4859136855]",0.8134754532930546,"[0.8134754532930546, 0.8134754532930546]",-1.1502062544083702,"[-1.1502062544083702, -1.1502062544083702]",3.387266625373168e-17,"[3.387266625373168e-17, 3.387266625373168e-17]",3593.283859640457,"[3593.283859640457, 3593.283859640457]",46,"[46, 46]",0.3182142386212945,"[0.3172656479291618, 0.3197659603320062]",0.01759976102039218,"[0.017590440809726715, 0.017600030172616243]",0.610294230747968,"[0.6053373892791569, 0.6145920753479004]",0.9476506318897009,"[0.9402027982287109, 0.9504063441418111]"
ladybug-1197,0,exact_clip,inverse_depth,3,3,True,8169774.808737027,"[8169774.808737027, 8169774.808737027]",1533957.0499240302,"[1533957.0499240302, 1533957.0499240302]",6635817.7588129975,"[6635817.7588129975, 6635817.7588129975]",7723177.630231206,"[7723177.630231206, 7723177.630231206]",0.859208227043503,"[0.859208227043503, 0.859208227043503]",-23.408628829787435,"[-23.408628829787435, -23.408628829787435]",1.1258608942222066e-16,"[1.1258608942222066e-16, 1.1258608942222066e-16]",1802.461360828468,"[1802.461360828468, 1802.461360828468]",96,"[96, 96]",0.29288960341364145,"[0.28875374095514417, 0.30756835313513875]",0.016608670353889465,"[0.016588639933615923, 0.016617080196738243]",0.6085044802166522,"[0.6057187276892364, 0.6110172811895609]",0.9180027539841831,"[0.9110895488411188, 0.9351742742583156]"
ladybug-1197,1,eta2,euclidean,3,3,True,8169774.808709767,"[8169774.808709767, 8169774.808709767]",2054200.8288301227,"[2054200.8288301227, 2054200.8288301227]",6115573.979879644,"[6115573.979879644, 6115573.979879644]",7658461.743835464,"[7658461.743835464, 7658461.743835464]",0.798538163986033,"[0.798538163986033, 0.798538163986033]",0.0,"[0.0, 0.0]",3.8105262191352033e-17,"[3.8105262191352033e-17, 3.8105262191352033e-17]",16.29666165558716,"[16.29666165558716, 16.29666165558716]",1,"[1, 1]",0.277213413733989,"[0.27626859303563833, 0.277388553135097]",0.01770140090957284,"[0.017646620981395245, 0.017738071270287037]",0.6114879320375621,"[0.6073669898323715, 0.6126420828513801]",0.9054031460545957,"[0.9024569438770413, 0.9075935678556561]"
ladybug-1197,1,eta2,homogeneous,3,3,True,8169774.808847545,"[8169774.808847545, 8169774.808847545]",2003184.9566834066,"[2003184.9566834066, 2003184.9566834066]",6166589.852164138,"[6166589.852164138, 6166589.852164138]",7606044.77035134,"[7606044.77035134, 7606044.77035134]",0.8107485609605858,"[0.8107485609605858, 0.8107485609605858]",-2.4834899991628356,"[-2.4834899991628356, -2.4834899991628356]",1.7410650362932915e-17,"[1.7410650362932915e-17, 1.7410650362932915e-17]",3583.445943763569,"[3583.445943763569, 3583.445943763569]",46,"[46, 46]",0.31857998901978135,"[0.3163436483591795, 0.31862609926611185]",0.017577590886503458,"[0.017571430653333664, 0.017643610946834087]",0.6031699669547379,"[0.6024338761344552, 0.6068252888508141]",0.9393935669213533,"[0.9363489551469684, 0.9430289790034294]"
ladybug-1197,1,eta2,inverse_depth,3,3,True,8169774.808736899,"[8169774.808736899, 8169774.808736899]",1109503.8902112334,"[1109503.8902112334, 1109503.8902112334]",7060270.918525666,"[7060270.918525666, 7060270.918525666]",7718311.59729435,"[7718311.59729435, 7718311.59729435]",0.9147429239577008,"[0.9147429239577008, 0.9147429239577008]",-45.988538479798926,"[-45.988538479798926, -45.988538479798926]",2.0673441951321447e-16,"[2.0673441951321447e-16, 2.0673441951321447e-16]",1802.6704248479232,"[1802.6704248479232, 1802.6704248479232]",98,"[98, 98]",0.28942959010601044,"[0.2891200305894017, 0.2894498324021697]",0.01660019066184759,"[0.016589581035077572, 0.016615289729088545]",0.6051724678836763,"[0.6051059975288808, 0.6052303086034954]",0.9111711196601391,"[0.9109505298547447, 0.9111916390247643]"
ladybug-1197,1,exact_clip,euclidean,3,3,True,8169774.808709767,"[8169774.808709767, 8169774.808709767]",2002780.5044971006,"[2002780.5044971006, 2002780.5044971006]",6166994.304212666,"[6166994.304212666, 6166994.304212666]",7662720.7106908355,"[7662720.7106908355, 7662720.7106908355]",0.8048047863219954,"[0.8048047863219954, 0.8048047863219954]",0.0,"[0.0, 0.0]",4.3105345470105096e-17,"[4.3105345470105096e-17, 4.3105345470105096e-17]",15.39604206294782,"[15.39604206294782, 15.39604206294782]",1,"[1, 1]",0.27737667318433523,"[0.2760615930892527, 0.2776156538166106]",0.017653691116720438,"[0.017651391215622425, 0.01772146113216877]",0.6054050084203482,"[0.6052491078153253, 0.6090874001383781]",0.9005031427368522,"[0.8989643920212984, 0.9043544451706111]"
ladybug-1197,1,exact_clip,homogeneous,3,3,True,8169774.808847545,"[8169774.808847545, 8169774.808847545]",1979744.3978723295,"[1979744.3978723295, 1979744.3978723295]",6190030.410975215,"[6190030.410975215, 6190030.410975215]",7609363.4859136725,"[7609363.4859136725, 7609363.4859136725]",0.8134754532930509,"[0.8134754532930509, 0.8134754532930509]",-1.1502062544070712,"[-1.1502062544070712, -1.1502062544070712]",1.3376521437864654e-16,"[1.3376521437864654e-16, 1.3376521437864654e-16]",3593.2838596404335,"[3593.2838596404335, 3593.2838596404335]",46,"[46, 46]",0.3165337285026908,"[0.31619979813694954, 0.31689757853746414]",0.01756601082161069,"[0.017546490766108036, 0.01764517091214657]",0.6029918263666332,"[0.6022920561954379, 0.6089603407308459]",0.9375345758162439,"[0.9360578651539981, 0.9430405599996448]"
ladybug-1197,1,exact_clip,inverse_depth,3,3,True,8169774.808736899,"[8169774.808736899, 8169774.808736899]",1533957.049923947,"[1533957.049923947, 1533957.049923947]",6635817.758812952,"[6635817.758812952, 6635817.758812952]",7723177.630231077,"[7723177.630231077, 7723177.630231077]",0.8592082270435114,"[0.8592082270435114, 0.8592082270435114]",-23.408628829791578,"[-23.408628829791578, -23.408628829791578]",9.85692072860172e-20,"[9.85692072860172e-20, 9.85692072860172e-20]",1802.4613608284683,"[1802.4613608284683, 1802.4613608284683]",96,"[96, 96]",0.28959672152996063,"[0.28881268016994, 0.2898470317013562]",0.01660521002486348,"[0.016575460322201252, 0.016609780956059694]",0.6054312284104526,"[0.6031228071078658, 0.6277634119614959]",0.9118834701366723,"[0.9085452682338655, 0.9339355938136578]"
ladybug-1197,2,eta2,euclidean,3,3,True,8169774.808709751,"[8169774.808709751, 8169774.808709751]",2054200.828829973,"[2054200.828829973, 2054200.828829973]",6115573.979879778,"[6115573.979879778, 6115573.979879778]",7658461.743835447,"[7658461.743835447, 7658461.743835447]",0.7985381639860523,"[0.7985381639860523, 0.7985381639860523]",0.0,"[0.0, 0.0]",2.8231691802084103e-17,"[2.8231691802084103e-17, 2.8231691802084103e-17]",16.296661655586934,"[16.296661655586934, 16.296661655586934]",1,"[1, 1]",0.2760346932336688,"[0.2750213909894228, 0.2767335125245154]",0.017676610965281725,"[0.017625621054321527, 0.0177140012383461]",0.6085521499626338,"[0.60373893706128, 0.6101458016782999]",0.9027928137220442,"[0.8974502412602305, 0.9029996637254953]"
ladybug-1197,2,eta2,homogeneous,3,3,True,8169774.808847544,"[8169774.808847544, 8169774.808847544]",2003184.9566832932,"[2003184.9566832932, 2003184.9566832932]",6166589.85216425,"[6166589.85216425, 6166589.85216425]",7606044.770351337,"[7606044.770351337, 7606044.770351337]",0.8107485609606008,"[0.8107485609606008, 0.8107485609606008]",-2.483489999161248,"[-2.483489999161248, -2.483489999161248]",2.4142391643244413e-17,"[2.4142391643244413e-17, 2.4142391643244413e-17]",3583.4459437635574,"[3583.4459437635574, 3583.4459437635574]",46,"[46, 46]",0.3182040289975703,"[0.3177826879546046, 0.3187261587008834]",0.017620170954614878,"[0.01758073130622506, 0.01770731108263135]",0.6059973989613354,"[0.6047869580797851, 0.6076815198175609]",0.9423042889684439,"[0.9402769571170211, 0.9435057197697461]"
ladybug-1197,2,eta2,inverse_depth,3,3,True,8169774.808739078,"[8169774.808739078, 8169774.808739078]",1109503.8902112094,"[1109503.8902112094, 1109503.8902112094]",7060270.918527869,"[7060270.918527869, 7060270.918527869]",7718311.597296525,"[7718311.597296525, 7718311.597296525]",0.9147429239577285,"[0.9147429239577285, 0.9147429239577285]",-45.98853847979615,"[-45.98853847979615, -45.98853847979615]",2.5778967084386498e-17,"[2.5778967084386498e-17, 2.5778967084386498e-17]",1802.6704248479232,"[1802.6704248479232, 1802.6704248479232]",98,"[98, 98]",0.2902452195994556,"[0.2900639809668064, 0.2939949040301144]",0.0165862999856472,"[0.016537351068109274, 0.01662942999973893]",0.607095249928534,"[0.6012322171591222, 0.6101204021833837]",0.9167706831358373,"[0.9080147878266871, 0.9177195839583874]"
ladybug-1197,2,exact_clip,euclidean,3,3,True,8169774.808709751,"[8169774.808709751, 8169774.808709751]",2002780.5044971036,"[2002780.5044971036, 2002780.5044971036]",6166994.304212647,"[6166994.304212647, 6166994.304212647]",7662720.71069082,"[7662720.71069082, 7662720.71069082]",0.8048047863219945,"[0.8048047863219945, 0.8048047863219945]",0.0,"[0.0, 0.0]",4.73919533821808e-17,"[4.73919533821808e-17, 4.73919533821808e-17]",15.396042062947748,"[15.396042062947748, 15.396042062947748]",1,"[1, 1]",0.27840768126770854,"[0.275984772015363, 0.2962031429633498]",0.017730780877172947,"[0.01771561987698078, 0.017791980877518654]",0.5848383512347937,"[0.5838355305604637, 0.6091061714105308]",0.8987571140751243,"[0.8800351927056909, 0.9028217243030667]"
ladybug-1197,2,exact_clip,homogeneous,3,3,True,8169774.808847544,"[8169774.808847544, 8169774.808847544]",1979744.3978723043,"[1979744.3978723043, 1979744.3978723043]",6190030.410975239,"[6190030.410975239, 6190030.410975239]",7609363.4859136725,"[7609363.4859136725, 7609363.4859136725]",0.8134754532930542,"[0.8134754532930542, 0.8134754532930542]",-1.1502062544084812,"[-1.1502062544084812, -1.1502062544084812]",9.690049960649916e-18,"[9.690049960649916e-18, 9.690049960649916e-18]",3593.283859640418,"[3593.283859640418, 3593.283859640418]",46,"[46, 46]",0.31792809488251805,"[0.31714922515675426, 0.3181401048786938]",0.017637599725276232,"[0.017596399877220392, 0.017679300159215927]",0.5819644797593355,"[0.5794892981648445, 0.584426031447947]",0.9175718748010695,"[0.914276123046875, 0.9201625362038612]"
ladybug-1197,2,exact_clip,inverse_depth,3,3,True,8169774.808739078,"[8169774.808739078, 8169774.808739078]",1533957.0499240058,"[1533957.0499240058, 1533957.0499240058]",6635817.758815072,"[6635817.758815072, 6635817.758815072]",7723177.630233255,"[7723177.630233255, 7723177.630233255]",0.8592082270435436,"[0.8592082270435436, 0.8592082270435436]",-23.408628829788768,"[-23.408628829788768, -23.408628829788768]",7.592761110600283e-20,"[7.592761110600283e-20, 7.592761110600283e-20]",1802.4613608284683,"[1802.4613608284683, 1802.4613608284683]",96,"[96, 96]",0.29166558012366295,"[0.2890415987931192, 0.2937242407351732]",0.016653350088745356,"[0.01662737922742963, 0.016656000167131424]",0.5823438600637019,"[0.5818719197995961, 0.5825228500179946]",0.890841780230403,"[0.8880128380842507, 0.8922521607019007]"
